2019-05-06 00:02:20,092 [http-nio-8080-exec-3] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/getUserInfo;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.getUserInfo;time=432ms;
2019-05-06 00:02:20,132 [http-nio-8080-exec-10] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/token;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.makeToken;time=4ms;
2019-05-06 00:02:20,164 [http-nio-8080-exec-2] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/openid1/orvxZ5LHevduXjiohzNmGuN3GW8o;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.checkOpenId1;time=3ms;
2019-05-06 00:02:20,195 [http-nio-8080-exec-4] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/manager/orvxZ5LHevduXjiohzNmGuN3GW8o;method=POST;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.doManager;time=3ms;
2019-05-06 00:02:20,334 [http-nio-8080-exec-5] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/getPersonInfo;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.getPersonInfo;time=3ms;
2019-05-06 00:02:20,335 [http-nio-8080-exec-9] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/getSystemCount;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.getSystemCount;time=1557072140332ms;
2019-05-06 00:02:20,338 [http-nio-8080-exec-7] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/getPersonComment;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.getPersonComment;time=6ms;
2019-05-06 00:02:20,340 [http-nio-8080-exec-8] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/getValuable;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.getValuale;time=1557072140334ms;
2019-05-06 00:02:20,426 [http-nio-8080-exec-1] WARN  o.h.h.i.ast.QueryTranslatorImpl 381 - HHH000104: firstResult/maxResults specified with collection fetch; applying in memory!
2019-05-06 00:02:20,433 [http-nio-8080-exec-1] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/service/info;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=15ms;
2019-05-06 00:02:25,272 [http-nio-8080-exec-6] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://localhost:8080/valuable;method=GET;ip=0:0:0:0:0:0:0:1;classMethod=com.example.lostandfind.controller.LafController.searchValuableInfo;time=1557072145266ms;
