2018-10-23 16:12:03,855 [main] INFO  c.e.l.LostandfindApplication 50 - Starting LostandfindApplication on zhangcongdeMacBook-Air.local with PID 1214 (/Users/zhangcong/IdeaProjects/lostandfind/target/classes started by zhangcong in /Users/zhangcong/IdeaProjects/lostandfind)
2018-10-23 16:12:09,174 [main] INFO  org.hibernate.Version 45 - HHH000412: Hibernate Core {5.2.17.Final}
2018-10-23 16:12:09,177 [main] INFO  org.hibernate.cfg.Environment 213 - HHH000206: hibernate.properties not found
2018-10-23 16:12:09,307 [main] INFO  o.h.annotations.common.Version 66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-10-23 16:12:09,651 [main] INFO  org.hibernate.dialect.Dialect 157 - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2018-10-23 16:12:10,881 [main] INFO  o.h.h.i.QueryTranslatorFactoryInitiator 47 - HHH000397: Using ASTQueryTranslatorFactory
2018-10-23 16:12:11,110 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean 415 - Initialized JPA EntityManagerFactory for persistence unit 'default'
2018-10-23 16:12:12,071 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping 373 - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-23 16:12:12,397 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter 574 - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@40005471: startup date [Tue Oct 23 16:12:04 CST 2018]; root of context hierarchy
2018-10-23 16:12:12,461 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration 235 - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2018-10-23 16:12:12,515 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/identity],methods=[GET]}" onto public java.lang.Object com.example.lostandfind.controller.LafController.decode(java.lang.String,java.lang.String,java.lang.String)
2018-10-23 16:12:12,516 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/search/detele/{openid}],methods=[DELETE]}" onto public com.example.lostandfind.mysql.HistoryMysql com.example.lostandfind.controller.LafController.doDelete(java.lang.String)
2018-10-23 16:12:12,516 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/User],methods=[GET]}" onto public java.util.List<com.example.lostandfind.mysql.UserMysql> com.example.lostandfind.controller.LafController.UserList()
2018-10-23 16:12:12,517 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/openid/{openid}],methods=[GET]}" onto public boolean com.example.lostandfind.controller.LafController.checkOpenId(java.lang.String)
2018-10-23 16:12:12,518 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/openid1/{openid}],methods=[GET]}" onto public java.util.List<com.example.lostandfind.mysql.UserMysql> com.example.lostandfind.controller.LafController.checkOpenId1(java.lang.String)
2018-10-23 16:12:12,518 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/valuable],methods=[GET]}" onto public java.util.List<com.example.lostandfind.mysql.InfoMysql> com.example.lostandfind.controller.LafController.searchValuableInfo(boolean)
2018-10-23 16:12:12,519 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/service/info],methods=[GET]}" onto public java.util.List<com.example.lostandfind.mysql.InfoMysql> com.example.lostandfind.controller.LafController.searchInfo(boolean)
2018-10-23 16:12:12,520 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/msg],methods=[POST]}" onto public com.example.lostandfind.domain.Result com.example.lostandfind.controller.LafController.addMsg(com.example.lostandfind.mysql.InfoMysql)
2018-10-23 16:12:12,520 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/msg],methods=[GET]}" onto public java.util.List<com.example.lostandfind.mysql.InfoMysql> com.example.lostandfind.controller.LafController.msgList()
2018-10-23 16:12:12,521 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/uploadImage],methods=[POST]}" onto public java.lang.String com.example.lostandfind.controller.LafController.uploadPicture(org.springframework.web.multipart.MultipartFile) throws java.lang.Exception
2018-10-23 16:12:12,521 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/confirm/{id}],methods=[PUT]}" onto public com.example.lostandfind.mysql.InfoMysql com.example.lostandfind.controller.LafController.doConfirm(java.lang.Integer,com.example.lostandfind.service.ConfirmService)
2018-10-23 16:12:12,522 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/manager/{openid}],methods=[POST]}" onto public java.lang.Boolean com.example.lostandfind.controller.LafController.doManager(java.lang.String)
2018-10-23 16:12:12,522 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/check/{id}],methods=[PUT]}" onto public java.lang.String com.example.lostandfind.controller.LafController.doCheck(java.lang.Integer,com.example.lostandfind.service.ConfirmService)
2018-10-23 16:12:12,523 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/finish/{id}],methods=[PUT]}" onto public java.lang.String com.example.lostandfind.controller.LafController.doFinish(java.lang.Integer)
2018-10-23 16:12:12,523 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/search/{index}/{string}],methods=[GET]}" onto public java.util.List<com.example.lostandfind.mysql.InfoMysql> com.example.lostandfind.controller.LafController.doSearch(java.lang.String,java.lang.Integer)
2018-10-23 16:12:12,524 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/search/history],methods=[PUT]}" onto public com.example.lostandfind.mysql.HistoryMysql com.example.lostandfind.controller.LafController.doAddHistory(com.example.lostandfind.mysql.HistoryMysql)
2018-10-23 16:12:12,524 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/search/history/{openid}],methods=[GET]}" onto public com.example.lostandfind.mysql.HistoryMysql com.example.lostandfind.controller.LafController.doSearchHistory(java.lang.String)
2018-10-23 16:12:12,525 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/search/eye],methods=[PUT]}" onto public com.example.lostandfind.mysql.HistoryMysql com.example.lostandfind.controller.LafController.doaChangeEye(com.example.lostandfind.mysql.HistoryMysql)
2018-10-23 16:12:12,525 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/token],methods=[GET]}" onto public com.example.lostandfind.service.TokenService com.example.lostandfind.controller.LafController.makeToken(javax.servlet.http.HttpServletRequest)
2018-10-23 16:12:12,526 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/User],methods=[POST]}" onto public com.example.lostandfind.domain.Result com.example.lostandfind.controller.LafController.addUser(com.example.lostandfind.mysql.UserMysql,org.springframework.validation.BindingResult)
2018-10-23 16:12:12,527 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/user],methods=[POST]}" onto public com.example.lostandfind.domain.Result com.example.lostandfind.controller.LafController.addUser(com.example.lostandfind.mysql.UserMysql)
2018-10-23 16:12:12,534 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-10-23 16:12:12,535 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping 547 - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-10-23 16:12:12,569 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping 373 - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-23 16:12:12,569 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping 373 - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-10-23 16:12:12,998 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter 433 - Registering beans for JMX exposure on startup
2018-10-23 16:12:13,000 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter 895 - Bean with name 'dataSource' has been autodetected for JMX exposure
2018-10-23 16:12:13,006 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter 668 - Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
2018-10-23 16:12:13,021 [main] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor 275 - No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2018-10-23 16:12:13,038 [main] INFO  o.a.coyote.http11.Http11NioProtocol 180 - Starting ProtocolHandler ["http-nio-8081"]
2018-10-23 16:12:13,062 [main] INFO  o.a.tomcat.util.net.NioSelectorPool 180 - Using a shared selector for servlet write/read
2018-10-23 16:12:13,095 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer 206 - Tomcat started on port(s): 8081 (http) with context path ''
2018-10-23 16:12:13,104 [main] INFO  c.e.l.LostandfindApplication 59 - Started LostandfindApplication in 11.1 seconds (JVM running for 13.275)
2018-10-23 16:12:37,942 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] 180 - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-10-23 16:12:37,943 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet 494 - FrameworkServlet 'dispatcherServlet': initialization started
2018-10-23 16:12:37,970 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet 509 - FrameworkServlet 'dispatcherServlet': initialization completed in 27 ms
2018-10-23 16:12:38,068 [http-nio-8081-exec-1] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/token;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.makeToken;time=54ms;
2018-10-23 16:12:38,401 [http-nio-8081-exec-1] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/manager/oCQY3418OXiAziUyF2pBHNkTdbKY;method=POST;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doManager;time=90ms;
2018-10-23 16:13:15,087 [http-nio-8081-exec-2] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/msg;method=POST;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.addMsg;time=129ms;
2018-10-23 16:13:16,634 [http-nio-8081-exec-3] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=13ms;
2018-10-23 16:13:16,684 [http-nio-8081-exec-4] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=11ms;
2018-10-23 16:14:01,813 [http-nio-8081-exec-5] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=35ms;
2018-10-23 16:14:13,505 [http-nio-8081-exec-6] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:14:13,535 [http-nio-8081-exec-7] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=5ms;
2018-10-23 16:14:15,498 [http-nio-8081-exec-8] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=23ms;
2018-10-23 16:14:22,047 [http-nio-8081-exec-9] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:14:22,073 [http-nio-8081-exec-10] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:15:13,411 [http-nio-8081-exec-1] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/token;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.makeToken;time=0ms;
2018-10-23 16:15:13,440 [http-nio-8081-exec-2] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/manager/oCQY3418OXiAziUyF2pBHNkTdbKY;method=POST;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doManager;time=3ms;
2018-10-23 16:15:16,347 [http-nio-8081-exec-3] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=6ms;
2018-10-23 16:15:16,378 [http-nio-8081-exec-4] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:15:27,127 [http-nio-8081-exec-5] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=8ms;
2018-10-23 16:15:54,501 [http-nio-8081-exec-6] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/token;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.makeToken;time=2ms;
2018-10-23 16:15:54,532 [http-nio-8081-exec-7] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/manager/oCQY3418OXiAziUyF2pBHNkTdbKY;method=POST;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doManager;time=4ms;
2018-10-23 16:15:57,021 [http-nio-8081-exec-8] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:15:57,051 [http-nio-8081-exec-9] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:16:00,337 [http-nio-8081-exec-10] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=19ms;
2018-10-23 16:16:13,054 [http-nio-8081-exec-1] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:16:13,077 [http-nio-8081-exec-2] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:16:14,871 [http-nio-8081-exec-3] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=7ms;
2018-10-23 16:16:29,175 [http-nio-8081-exec-4] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:16:29,203 [http-nio-8081-exec-5] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=5ms;
2018-10-23 16:16:36,618 [http-nio-8081-exec-6] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=23ms;
2018-10-23 16:17:28,538 [http-nio-8081-exec-7] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/token;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.makeToken;time=0ms;
2018-10-23 16:17:28,563 [http-nio-8081-exec-8] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/manager/oCQY3418OXiAziUyF2pBHNkTdbKY;method=POST;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doManager;time=3ms;
2018-10-23 16:18:08,474 [http-nio-8081-exec-9] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/msg;method=POST;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.addMsg;time=8ms;
2018-10-23 16:18:10,123 [http-nio-8081-exec-10] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:18:10,159 [http-nio-8081-exec-1] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:18:20,151 [http-nio-8081-exec-2] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=9ms;
2018-10-23 16:18:36,634 [http-nio-8081-exec-3] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=2ms;
2018-10-23 16:18:36,664 [http-nio-8081-exec-4] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=5ms;
2018-10-23 16:18:40,159 [http-nio-8081-exec-5] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/37;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=8ms;
2018-10-23 16:19:04,185 [http-nio-8081-exec-6] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:19:04,208 [http-nio-8081-exec-7] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:19:05,318 [http-nio-8081-exec-8] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=7ms;
2018-10-23 16:19:07,508 [http-nio-8081-exec-9] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:19:07,538 [http-nio-8081-exec-10] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=5ms;
2018-10-23 16:19:08,472 [http-nio-8081-exec-1] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/35;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=7ms;
2018-10-23 16:19:14,841 [http-nio-8081-exec-2] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:19:14,870 [http-nio-8081-exec-3] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=5ms;
2018-10-23 16:19:31,686 [http-nio-8081-exec-4] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/37;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=20ms;
2018-10-23 16:19:34,391 [http-nio-8081-exec-5] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/finish/37;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doFinish;time=21ms;
2018-10-23 16:19:34,466 [http-nio-8081-exec-6] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:19:34,487 [http-nio-8081-exec-7] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:19:35,656 [http-nio-8081-exec-8] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/confirm/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doConfirm;time=6ms;
2018-10-23 16:19:38,207 [http-nio-8081-exec-9] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/finish/36;method=PUT;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doFinish;time=10ms;
2018-10-23 16:19:38,280 [http-nio-8081-exec-10] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=3ms;
2018-10-23 16:19:38,302 [http-nio-8081-exec-1] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/service/info;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.searchInfo;time=4ms;
2018-10-23 16:19:47,509 [http-nio-8081-exec-2] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/token;method=GET;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.makeToken;time=0ms;
2018-10-23 16:19:47,544 [http-nio-8081-exec-3] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/manager/oCQY3418OXiAziUyF2pBHNkTdbKY;method=POST;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.doManager;time=4ms;
2018-10-23 16:20:26,653 [http-nio-8081-exec-4] INFO  c.e.lostandfind.aspect.UserAspect 51 - url=http://127.0.0.1:8081/msg;method=POST;ip=127.0.0.1;classMethod=com.example.lostandfind.controller.LafController.addMsg;time=7ms;
